Fishery_ShortName,Fishery,Region,GearType_specific,GearType_general,Year,Target,Target_HMS,Overfished_Fm,Overfished_Fm_numeric,Overfishing_Bt,Overfishing_Bt_numeric,TotalDiscards_lbs,TotalBycatch_inds,Discard_Rate,ESA_num,ESA_discards_lbs,ESA_birdturt,IUCN_num,IUCN_discards_lbs,IUCN_birdturt,MMPA,VessPers,Fishery_Tier,CV_mean,CV_median,CV_max
NE: New England Hagfish Pots and Traps,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2013,Hagfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,,,,
NE: New England Hand Line,New England Hand Line,NE,hand line,line,2010,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,85581.33,0,0.085286871,1,0,0,10,82247.49,0,1,NA,3,0.857466667,0.7966,1.5657
NE: New England Hand Line,New England Hand Line,NE,hand line,line,2011,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,19388.54,0,0.019335103,0,0,0,10,18938.62,0,1,NA,3,1.36285,1.2378,2.3827
NE: New England Hand Line,New England Hand Line,NE,hand line,line,2012,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,78641.29,0,0.070424121,0,0,0,10,71725.37,0,1,NA,3,0.951166667,0.8018,1.8132
NE: New England Hand Line,New England Hand Line,NE,hand line,line,2013,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,166755.94,0,0.133143101,0,0,0,10,74116.03,0,1,NA,3,1.427833333,1.24905,2.9106
NE: New England Hand Line,New England Hand Line,NE,hand line,line,2014,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,Atlantic cod,1,"2: Atlantic cod, Bluefin tuna",2,75694.33,0,0.037998653,3,0,0,23,35244.85,0,1,NA,3,1.208,1.155,1.67
NE: New England Hand Line,New England Hand Line,NE,hand line,line,2015,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,Atlantic cod,1,"2: Atlantic cod, Bluefin tuna",2,136495.35,0,0.050569785,3,0,0,45,108057.93,0,1,NA,3,0.898181818,0.65,2.22
NE: New England Large-Mesh Gillnet,New England Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2010,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,3857891.43,NA,0.223203518,1,0,NA,10,3493628.33,NA,3,NA,4,0.387680645,0.2253,1.157
NE: New England Large-Mesh Gillnet,New England Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2011,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,4374514,NA,0.217781622,0,0,NA,10,3824362.54,NA,3,NA,4,0.21395,0.11875,0.954
NE: New England Large-Mesh Gillnet,New England Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2012,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,4914549.54,NA,0.240549319,0,0,NA,10,4439146.85,NA,3,NA,4,0.197433333,0.1025,0.9079
NE: New England Large-Mesh Gillnet,New England Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2013,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,3828066.29,NA,0.31519815,0,0,NA,10,3541222.09,NA,3,NA,4,0.333462069,0.2411,0.9732
NE: New England Large-Mesh Gillnet,New England Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2014,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",Y,None,0,"None, Smooth skate rebuilding",0,4824944.95,NA,0.313307106,3,2043.57,NA,23,4164024.95,NA,3,NA,4,0.382957746,0.29,0.97
NE: New England Large-Mesh Gillnet,New England Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2015,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",Y,None,0,"None, Smooth skate rebuilding",0,2798219.73,NA,0.285570235,3,852.81,NA,45,2204844.28,NA,3,NA,4,0.398888889,0.32,0.94
NE: New England Large-Mesh Haddock Separator Otter Trawl,New England Large-Mesh Haddock Separator Otter Trawl,NE,large-mesh otter trawl,trawl,2010,"Haddock, Other finfish",M,1: Haddock,1,None,0,2020364.88,NA,0.355415325,1,0,NA,10,256140.8,NA,2,NA,3,0.292241935,0.2013,0.877
NE: New England Large-Mesh Haddock Separator Otter Trawl,New England Large-Mesh Haddock Separator Otter Trawl,NE,large-mesh otter trawl,trawl,2011,"Haddock, Other finfish",M,1: Haddock,1,None,0,1235814.99,NA,0.215307634,0,0,NA,10,240596.26,NA,2,NA,3,0.340976667,0.28925,0.7111
NE: New England Large-Mesh Haddock Separator Otter Trawl,New England Large-Mesh Haddock Separator Otter Trawl,NE,large-mesh otter trawl,trawl,2012,"Haddock, Other finfish",M,1: Haddock,1,None,0,124437.65,NA,0.115400272,0,0,NA,10,59032.76,NA,2,NA,3,0.691988462,0.62715,1.2869
NE: New England Large-Mesh Haddock Separator Otter Trawl,New England Large-Mesh Haddock Separator Otter Trawl,NE,large-mesh otter trawl,trawl,2013,"Haddock, Other finfish",M,1: Haddock,1,None,0,285839.94,NA,0.257285157,0,0,NA,10,216695.95,NA,2,NA,3,0.798488462,0.6126,2.5605
NE: New England Large-Mesh Haddock Separator Otter Trawl,New England Large-Mesh Haddock Separator Otter Trawl,NE,large-mesh otter trawl,trawl,2014,"Haddock, Other finfish",M,None,0,None,0,1353401.97,NA,0.258732955,3,2662.02,NA,23,576684.96,NA,2,NA,3,0.497959184,0.4,1.03
NE: New England Large-Mesh Haddock Separator Otter Trawl,New England Large-Mesh Haddock Separator Otter Trawl,NE,large-mesh otter trawl,trawl,2015,"Haddock, Other finfish",M,None,0,None,0,2452496.11,NA,0.286645826,3,0,NA,45,1101904.36,NA,2,NA,3,0.544897959,0.45,1.6
NE: New England Large-Mesh Otter Trawl,New England Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2010,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,35776302,NA,0.353322902,1,0,NA,10,5630871.31,NA,2,NA,4,0.296881818,0.1604,1.0434
NE: New England Large-Mesh Otter Trawl,New England Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2011,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,40199680.94,NA,0.382619322,0,0,NA,10,6537619.56,NA,2,NA,4,0.213587879,0.12,1.0067
NE: New England Large-Mesh Otter Trawl,New England Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2012,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,42132449.51,NA,0.379715969,0,0,NA,10,8879218.96,NA,2,NA,4,0.231990909,0.1605,0.9117
NE: New England Large-Mesh Otter Trawl,New England Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2013,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,56086296.11,NA,0.483222348,0,0,NA,10,11160650.95,NA,2,NA,4,0.216839394,0.1309,0.9134
NE: New England Large-Mesh Otter Trawl,New England Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2014,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,"None, Smooth skate rebuilding",0,42188052.56,NA,0.433528978,3,0,NA,23,7238365.81,NA,2,NA,4,0.402235294,0.3,1.1
NE: New England Large-Mesh Otter Trawl,New England Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2015,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,"None, Smooth skate rebuilding",0,46109844.48,NA,0.469712698,3,195.63,NA,45,5675639.03,NA,2,NA,4,0.422840909,0.375,1.08
NE: New England Large-Mesh Ruhle Otter Trawl,New England Large-Mesh Ruhle Otter Trawl,NE,large-mesh otter trawl,trawl,2010,Groundfish,M,None,0,None,0,92351.37,NA,0.267923038,1,0,NA,10,11062.43,NA,2,NA,3,0.218536,0.1816,0.8517
NE: New England Large-Mesh Ruhle Otter Trawl,New England Large-Mesh Ruhle Otter Trawl,NE,large-mesh otter trawl,trawl,2011,Groundfish,M,None,0,None,0,178061.56,NA,0.153238492,0,0,NA,10,35708.33,NA,2,NA,3,0.768185714,0.7999,1.1081
NE: New England Large-Mesh Ruhle Otter Trawl,New England Large-Mesh Ruhle Otter Trawl,NE,large-mesh otter trawl,trawl,2012,Groundfish,M,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,2,NA,3,,,
NE: New England Large-Mesh Ruhle Otter Trawl,New England Large-Mesh Ruhle Otter Trawl,NE,large-mesh otter trawl,trawl,2013,Groundfish,M,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,2,NA,3,,,
NE: New England Large-Mesh Ruhle Otter Trawl,New England Large-Mesh Ruhle Otter Trawl,NE,large-mesh otter trawl,trawl,2014,Groundfish,M,None,0,None,0,NA,NA,NA,0,0,NA,16,0,NA,2,NA,3,,,
NE: New England Large-Mesh Ruhle Otter Trawl,New England Large-Mesh Ruhle Otter Trawl,NE,large-mesh otter trawl,trawl,2015,Groundfish,M,None,0,None,0,215759.18,NA,0.401525535,3,0,NA,45,194315.91,NA,2,NA,3,0.693636364,0.78,1.02
NE: New England Limited Access CA Scallop Dredge,New England Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,7190113.98,NA,0.129556377,1,0,NA,10,62167.17,NA,1,NA,3,0.534704545,0.4113,0.9595
NE: New England Limited Access CA Scallop Dredge,New England Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,11034299.91,NA,0.104206327,0,0,NA,10,281798.07,NA,1,NA,3,0.387113043,0.3293,0.9846
NE: New England Limited Access CA Scallop Dredge,New England Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,13811735.99,NA,0.107484134,0,0,NA,10,409993.67,NA,1,NA,3,0.371880769,0.2807,0.9719
NE: New England Limited Access CA Scallop Dredge,New England Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,5446327.16,NA,0.098389409,0,0,NA,10,140622.82,NA,1,NA,3,0.427370833,0.3092,1.0096
NE: New England Limited Access CA Scallop Dredge,New England Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,8746677.27,NA,0.218419731,3,0,NA,23,120132.28,NA,1,NA,3,0.471463415,0.39,1.1
NE: New England Limited Access CA Scallop Dredge,New England Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,787749.43,NA,0.226675685,3,0,NA,45,8210.13,NA,1,NA,3,0.494814815,0.33,0.96
NE: New England Limited Access OA Scallop Dredge,New England Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,8879709.92,NA,0.131141547,1,0,NA,10,123928.21,NA,1,NA,4,0.603233333,0.5426,1.1183
NE: New England Limited Access OA Scallop Dredge,New England Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,5666274.53,NA,0.100622626,0,0,NA,10,120189.77,NA,1,NA,4,0.57915,0.45015,1.0626
NE: New England Limited Access OA Scallop Dredge,New England Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,14209280.71,NA,0.099543485,0,0,NA,10,170335.71,NA,1,NA,4,0.547122581,0.5247,1.025
NE: New England Limited Access OA Scallop Dredge,New England Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,13236026.84,NA,0.074082946,0,0,NA,10,210870.96,NA,1,NA,4,0.437912903,0.3445,0.9453
NE: New England Limited Access OA Scallop Dredge,New England Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,11936709.13,NA,0.155842395,3,0,NA,23,160570.58,NA,1,NA,4,0.51787234,0.44,1.04
NE: New England Limited Access OA Scallop Dredge,New England Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,21320362.58,NA,0.18937196,3,0,NA,45,220191.52,NA,1,NA,4,0.48462963,0.42,1.03
NE: New England Lobster Pots,New England Lobster Pots,NE,pots and traps,pots and traps,2010,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,NA,0,NA,0,0,0,0,0,0,3,13000,3,,,
NE: New England Lobster Pots,New England Lobster Pots,NE,pots and traps,pots and traps,2011,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,NA,0,NA,0,0,0,0,0,0,3,12489,3,,,
NE: New England Lobster Pots,New England Lobster Pots,NE,pots and traps,pots and traps,2012,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,174991.24,0,0.006779879,0,0,0,10,63621.47,0,3,11767,3,1.381957143,1.36155,2.1827
NE: New England Lobster Pots,New England Lobster Pots,NE,pots and traps,pots and traps,2013,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,547889.79,0,0.019825902,0,0,0,10,289700.22,0,3,NA,3,1.307775,1.28795,2.2803
NE: New England Lobster Pots,New England Lobster Pots,NE,pots and traps,pots and traps,2014,"American lobster, Jonah crab, Rock crab",N,All unlisted,0,all unlisted,0,29137854.89,0,0.485109577,3,0,0,23,104055.76,0,3,NA,3,0.836216216,0.81,1.94
NE: New England Lobster Pots,New England Lobster Pots,NE,pots and traps,pots and traps,2015,"American lobster, Jonah crab, Rock crab",N,All unlisted,0,All unlisted,0,21153289.27,0,0.41910756,3,0,0,45,96050.13,0,3,NA,3,0.723617021,0.61,3.46
NE: New England Mid-Water Otter Trawl,New England Mid-Water Otter Trawl,NE,midwater trawl,trawl,2010,"Atlantic herring, Atlantic mackerel, Other finfish",M,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,243949.51,0,0.002519047,1,0,0,10,219437.48,0,2,NA,4,0.473486364,0.48355,0.7493
NE: New England Mid-Water Otter Trawl,New England Mid-Water Otter Trawl,NE,midwater trawl,trawl,2011,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,166271.82,0,0.001407192,0,0,0,10,28856.27,0,2,953,4,0.634921053,0.5234,1.4337
NE: New England Mid-Water Otter Trawl,New England Mid-Water Otter Trawl,NE,midwater trawl,trawl,2012,"Atlantic herring, Atlantic mackerel, Other finfish",M,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,308955.06,0,0.002437835,0,0,0,10,248466.05,0,2,NA,4,0.5112,0.5337,0.7055
NE: New England Mid-Water Otter Trawl,New England Mid-Water Otter Trawl,NE,midwater trawl,trawl,2013,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,93923.46,0,0.000723949,0,0,0,10,89000.03,0,2,NA,4,0.7904,0.8676,1.1376
NE: New England OA Mid-Water Otter Trawl,New England Open-Area Mid-Water Otter Trawl,NE,midwater trawl,trawl,2014,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,1004913.44,0,0.008320303,3,0,0,23,309094.7,0,2,NA,3,0.7912,0.76,1.24
NE: New England OA Mid-Water Otter Trawl,New England Open-Area Mid-Water Otter Trawl,NE,midwater trawl,trawl,2015,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,50355.12,0,0.000455287,3,0,0,45,23983.22,0,2,NA,3,1.09375,1.01,1.73
NE: New England Purse Seine,New England Purse Seine,NE,purse seine,purse seine,2010,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,25960.5,0,0.001378506,1,0,0,10,2853.99,0,1,NA,3,1.014366667,1.0488,1.054
NE: New England Purse Seine,New England Purse Seine,NE,purse seine,purse seine,2011,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,6341.94,0,0.000165857,0,0,0,10,552.7,0,1,NA,3,1.14095,1.2257,1.2642
NE: New England Purse Seine,New England Purse Seine,NE,purse seine,purse seine,2012,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,808.36,0,1.88E-05,0,0,0,10,1.6,0,1,NA,3,0.8755,0.862,1.5169
NE: New England Purse Seine,New England Purse Seine,NE,purse seine,purse seine,2013,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,8901.27,0,0.000173896,0,0,0,10,8747.52,0,1,NA,3,0.68268,0.8167,0.9564
NE: New England Purse Seine,New England Purse Seine,NE,purse seine,purse seine,2014,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin tuna; Atlantic menahan unlisted,1,1: Bluefin tuna; Atlantic menahan unlisted,1,42514.48,0,0.000707059,3,0,0,23,10079.27,0,1,NA,3,0.55,0.45,1.11
NE: New England Purse Seine,New England Purse Seine,NE,purse seine,purse seine,2015,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin tuna; Atlantic menahan unlisted,1,1: Bluefin tuna; Atlantic menahan unlisted,1,31678.55,0,0.000623941,3,0,0,45,0,0,1,NA,3,0.8375,0.915,1.18
NE: New England Shrimp Trawl,New England Shrimp Trawl,NE,bottom trawl,trawl,2010,Northern shrimp,N,None,0,None,0,899517.8,0,0.085228802,1,0,0,10,688170.06,0,2,NA,2,0.618077273,0.53465,1.2475
NE: New England Shrimp Trawl,New England Shrimp Trawl,NE,bottom trawl,trawl,2011,Northern shrimp,N,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,2,,,
NE: New England Shrimp Trawl,New England Shrimp Trawl,NE,bottom trawl,trawl,2012,Northern shrimp,M,None,0,None,0,492905.18,0,0.125035947,0,0,0,10,279752.69,0,2,NA,2,0.50105,0.4408,1.0145
NE: New England Shrimp Trawl,New England Shrimp Trawl,NE,bottom trawl,trawl,2013,Northern shrimp,N,None,0,None,0,139474.09,0,0.213834967,0,0,0,10,90711.77,0,2,NA,2,0.69096087,0.7799,1.026
NE: New England Small-Mesh Haddock Separator Otter Trawl,New England Small-Mesh Haddock Separator Otter Trawl,NE,small-mesh otter trawl,trawl,2014,NA,NA,NA,NA,NA,NA,89814.9,0,0.246996153,3,0,0,23,75767.87,0,2,NA,2,0.233125,0.195,0.61
NE: New England Small-Mesh Haddock Separator Otter Trawl,New England Small-Mesh Haddock Separator Otter Trawl,NE,small-mesh otter trawl,trawl,2015,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,NA,2,,,
NE: New England Small-Mesh Otter Trawl,New England Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2010,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,14730173.28,0,0.333537557,1,0,0,10,6048909.4,0,2,NA,4,0.519666667,0.4452,1.4077
NE: New England Small-Mesh Otter Trawl,New England Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2011,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,9622821.55,0,0.24063669,0,0,0,10,4946273.28,0,2,NA,4,0.63938125,0.4494,1.9178
NE: New England Small-Mesh Otter Trawl,New England Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2012,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,8662953.53,0,0.201596718,0,0,0,10,3542288.39,0,2,NA,4,0.53828,0.48065,1.0526
NE: New England Small-Mesh Otter Trawl,New England Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2013,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,7763635.92,0,0.194748567,0,0,0,10,2742421,0,2,NA,4,0.46286875,0.4076,1.1542
NE: New England Small-Mesh Otter Trawl,New England Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2014,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,Long-finned squid unknown,0,Short-finned squid unknown,0,13510841.17,0,0.241639474,3,1161.65,0,23,6068161.33,0,2,NA,4,0.577684211,0.51,1.4
NE: New England Small-Mesh Otter Trawl,New England Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2015,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,Long-finned unknown,0,Short-finned unknown,0,15546664.53,0,0.229002533,3,0,0,45,5932969.99,0,2,NA,4,0.683137255,0.645,1.3
NE: New England Small-Mesh Ruhle Otter Trawl,New England Small-Mesh Ruhle Otter Trawl,NE,small-mesh otter trawl,trawl,2014,Groundfish,M,None,0,None,0,229179.55,0,0.340064814,3,0,0,23,212523.27,0,2,NA,3,0.393928571,0.4,0.85
NE: New England Small-Mesh Ruhle Otter Trawl,New England Small-Mesh Ruhle Otter Trawl,NE,small-mesh otter trawl,trawl,2015,Groundfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,3,,,
SE: SEA/GOM Shark Bottom Longline,Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline,SE,bottom longline,longline,2010,"Sandbar shark, Blacktip shark, Other sharks",Y,Blacktip shark unknown,0,1: Sandbar shark; Blacktip shark unknown,1,NA,5.8,NA,2,0,5.8,8,0,5.8,1,125,3,,,
SE: SEA/GOM Shark Bottom Longline,Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline,SE,bottom longline,longline,2011,"Sandbar shark, Blacktip shark, Other sharks",Y,Blacktip shark unknown,0,1: Sandbar shark; Blacktip shark unknown,1,NA,0,NA,0,0,0,5,0,0,1,125,3,0.25625,0.235,0.36
SE: SEA/GOM Shark Bottom Longline,Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline,SE,bottom longline,longline,2012,"Sandbar shark, Blacktip shark, Other sharks",Y,Blacktip shark unknown,0,1: Sandbar shark; Blacktip shark unknown,1,NA,0,NA,0,0,0,6,0,0,1,125,3,0.591428571,0.41,0.91
SE: SEA/GOM Shark Bottom Longline,Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline,SE,bottom longline,longline,2013,"Sandbar shark, Blacktip shark, Other sharks",Y,Blacktip shark unknown,0,1: Sandbar shark; Blacktip shark unknown,1,NA,0,NA,0,0,0,1,0,0,1,125,3,0.3125,0.335,0.43
SE: SEA/GOM Shark Bottom Longline,Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline,SE,bottom longline,longline,2014,"Sandbar shark, Blacktip shark, Other sharks",Y,Blacktip shark unknown,0,1: Sandbar shark; black tip shark unknown,1,459967.7273,7,0.296113368,3,9721.73,7,20,633728.17,20,1,125,3,3.150666667,2.76,4.69
SE: SEA/GOM Shark Bottom Longline,Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline,SE,bottom longline,longline,2015,"Sandbar shark, Blacktip shark, Other sharks",Y,Blacktip shark unknown,0,1: Sandbar shark; Blacktip shark unknown,1,258959.6468,4,0.189705716,3,62874.23,4,25,474539.25,4,1,125,3,2.935333333,2.73,4
SE: SEA Coastal Gillnet ,Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico),SE,gillnet,gillnet,2010,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish",M,Southern kingfish unknown,0,Southern kingfish unknown,0,NA,0,NA,0,0,0,0,0,0,1,NA,3,,,
SE: SEA Coastal Gillnet ,Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico),SE,gillnet,gillnet,2011,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish",M,Southern kingfish unknown,0,Southern kingfish unknown,0,NA,0,NA,1,0,0,10,0,0,2,779,3,1.154042553,1.15,1.99
SE: SEA Coastal Gillnet ,Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico),SE,gillnet,gillnet,2012,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish",M,Southern kingfish unknown,0,Southern kingfish unknown,0,NA,0,NA,1,0,0,5,0,0,2,779,3,0.980666667,0.99,1.73
SE: SEA Coastal Gillnet ,Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico),SE,gillnet,gillnet,2013,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish",M,Southern kingfish unknown,0,Southern kingfish unknown,0,NA,0,NA,1,0,0,4,0,0,2,357,3,0.990740741,0.95,1.5
SE: SEA Coastal Gillnet ,Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico),SE,gillnet,gillnet,2014,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish",M,"Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,"Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,21140.9,0,0.000219629,1,681.7,0,17,23976.9,0,1,NA,3,10.03783784,10.4,17
SE: SEA Coastal Gillnet ,Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico),SE,gillnet,gillnet,2015,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish",M,"Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,"Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,42224.5,0,0.000477869,1,2415.8,0,9,32368.2,0,1,357,3,8.512195122,7.9,16.9
SE: SEA Coastal Migratory Pelagic Troll,Southeastern Atlantic Coastal Migratory Pelagic Troll,SE,troll,troll,2010,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo",M,None,0,None,0,NA,12,NA,0,0,0,1,0,0,1,NA,1,14.83,14.09,29.8
SE: SEA Coastal Migratory Pelagic Troll,Southeastern Atlantic Coastal Migratory Pelagic Troll,SE,troll,troll,2011,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo",M,None,0,None,0,NA,0,NA,0,0,0,7,0,0,1,NA,1,10.0709375,10.535,14.8
SE: SEA Coastal Migratory Pelagic Troll,Southeastern Atlantic Coastal Migratory Pelagic Troll,SE,troll,troll,2012,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo",Y,None,0,None,0,NA,0,NA,0,0,0,12,0,0,1,NA,1,12.40891304,12.845,17.72
SE: SEA Coastal Migratory Pelagic Troll,Southeastern Atlantic Coastal Migratory Pelagic Troll,SE,troll,troll,2013,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo",M,None,0,None,0,NA,0,NA,0,0,0,10,0,0,1,NA,1,10.10382353,11.36,16.09
