"Fishery_ShortName","Fishery","Region","GearType_specific","GearType_general","Year","Target","Target_HMS","Overfished_Fm","Overfished_Fm_numeric","Overfishing_Bt","Overfishing_Bt_numeric","TotalDiscards_FI_lbs","TotalDiscards_FI_inds","TotalBycatch_SS_inds","Discard_Rate","ESA_sp_num","ESA_FI_discards_lbs","ESA_FI_discards_inds","ESA_birdturt","IUCN_sp_num","IUCN_FI_discards_lbs","IUCN_FI_discards_inds","IUCN_birdturt","MMPA","VessPers","Fishery_Tier","CV_mean","CV_median","CV_max","NORM_TotalDiscards_lbs","NORM_TotalDiscards_inds","NORM_IUCN_lbs","NORM_IUCN_inds","NORM_ESA_inds","NORM_ESA_lbs","NORM_TotalBycatch_inds","NORM_Discard_Rate","NORM_ESA_num","NORM_ESA_birdturt","NORM_IUCN_num","NORM_IUCN_birdturt","NORM_MMPA","NORM_Tier","NORM_CV","NORM_TotalDiscards_Combined","NORM_ESA_Discards_Combined","NORM_IUCN_Discards_Combined","mean_criteria","criteria_sd","ncrit","criteria_se"
"AK: BS/AI Non-Pollock Trawl","Bering Sea/Aleutian Islands Non-Pollock Trawl","AK","bottom trawl","trawl",2012,"Flathead sole, rock sole, Atka mackerel, Pacific cod, yellowfin sole, Pacific ocean, perch, Arrowtooth flounder, Sablefish, Greenland turbot, Kamchatka flounder","Y","None",0,"None",0,40074572.27,NA,251,0.084616707,0,0,NA,0,0,0,NA,0,2,NA,1,NA,NA,NA,0.135499531763564,NA,0,NA,NA,0,0.0340939961966857,0.100941579182071,0,0,0,0,0.5,0,NA,0.135499531763564,0,0,0.105877925595193,0.190994990965928,11,0.0575871565337548
"AK: BS/AI Non-Pollock Trawl","Bering Sea/Aleutian Islands Non-Pollock Trawl","AK","bottom trawl","trawl",2013,"Flathead sole, rock sole, Atka mackerel, Pacific cod, yellowfin sole, Pacific ocean, perch, Arrowtooth flounder, Sablefish, Greenland turbot, Kamchatka flounder","Y","None",0,"None",0,34358217.69,NA,197,0.082430787,0,0,NA,0,0,0,NA,0,2,NA,1,NA,NA,NA,0.116171480954539,NA,0,NA,NA,0,0.0267590328715023,0.098333935554842,0,0,0,0,0.5,0,NA,0.116171480954539,0,0,0.103438704115074,0.191066634111934,11,0.0576087577550369
"AK: BS/AI Non-Pollock Trawl","Bering Sea/Aleutian Islands Non-Pollock Trawl","AK","bottom trawl","trawl",2014,"Flathead sole, rock sole, Atka mackerel, Pacific cod, yellowfin sole, Pacific ocean, perch, Arrowtooth flounder, Sablefish, Greenland turbot, Kamchatka flounder","Y","None",0,"None",0,68920776.48,NA,66,0.082403817,0,0,NA,0,16,0,NA,0,1,NA,1,NA,NA,NA,0.233033876915819,NA,0,NA,NA,0,0.00896495517522412,0.0983017623057632,0,0,0.355555555555556,0,0,0,NA,0.233033876915819,0,0,0.0579880124960302,0.117715497699393,11,0.0354925579889848
"AK: BS/AI Non-Pollock Trawl","Bering Sea/Aleutian Islands Non-Pollock Trawl","AK","bottom trawl","trawl",2015,"Flathead sole, rock sole, Atka mackerel, Pacific cod, yellowfin sole, Pacific ocean, perch, Arrowtooth flounder, Sablefish, Greenland turbot, Kamchatka flounder","Y","None",0,"None",0,46982898.33,NA,351,0.060399102,0,0,NA,0,0,0,NA,0,1,NA,1,NA,NA,NA,0.158857858337664,NA,0,NA,NA,0,0.0476772616136919,0.0720517372185022,0,0,0,0,0,0,NA,0.158857858337664,0,0,0.0232155714308215,0.0492086673270837,11,0.0148369714506689
"AK: BS/AI Pollock Trawl","Bering Sea/Aleutian Islands Pollock Trawl","AK","midwater trawl","trawl",2010,"Pollock","M","None",0,"None",0,15942621.31,NA,94,0.008899856,0,0,NA,0,0,0,NA,0,2,"95",1,NA,NA,NA,0.0539049477068523,NA,0,NA,NA,0,0.0127682694919859,0.0106168811217509,0,0,0,0,0.5,0,NA,0.0539049477068523,0,0,0.0897741748600491,0.193701275305651,11,0.0584031319638345
"AK: BS/AI Pollock Trawl","Bering Sea/Aleutian Islands Pollock Trawl","AK","midwater trawl","trawl",2011,"Pollock","M","None",0,"None",0,36442321.33,NA,232,0.01362792,0,0,NA,0,0,0,NA,0,2,"95",1,NA,NA,NA,0.123218220354878,NA,0,NA,NA,0,0.0315131757674545,0.0162571177080542,0,0,0,0,0.5,0,NA,0.123218220354878,0,0,0.0975823761525322,0.192674838640806,11,0.058093649664893
"AK: BS/AI Pollock Trawl","Bering Sea/Aleutian Islands Pollock Trawl","AK","midwater trawl","trawl",2012,"Pollock","M","None",0,"None",0,31084059.45,NA,102,0.011642467,0,0,NA,0,0,0,NA,0,2,"95",1,NA,NA,NA,0.105100947114508,NA,0,NA,NA,0,0.0138549307253464,0.0138886166363712,0,0,0,0,0.5,0,NA,0.105100947114508,0,0,0.0944037078730188,0.193228364172014,11,0.0582605438920657
"AK: BS/AI Pollock Trawl","Bering Sea/Aleutian Islands Pollock Trawl","AK","midwater trawl","trawl",2013,"Pollock","M","None",0,"None",0,26378739.27,NA,134,0.009481037,0,0,NA,0,0,0,NA,0,2,"95",1,NA,NA,NA,0.0891913903788285,NA,0,NA,NA,0,0.0182015756587884,0.0113101877985354,0,0,0,0,0.5,0,NA,0.0891913903788285,0,0,0.0932252628196794,0.193141540675058,11,0.0582343656227576
"AK: BS/AI Pollock Trawl","Bering Sea/Aleutian Islands Pollock Trawl","AK","midwater trawl","trawl",2014,"Pollock","M","None",0,"Bogoslof stock unknown",0,11066375.57,NA,NA,0.003990254,1,85719.32,NA,NA,16,0,NA,NA,2,"95",1,NA,NA,NA,0.0374174600779775,NA,0,NA,NA,0.0495216034769479,NA,0.00476008290062123,0.166666666666667,NA,0.355555555555556,NA,0.5,0,NA,0.0374174600779775,0.0495216034769479,0,0.179324596519752,0.217712510919875,8,0.076972996410297
"AK: BS/AI Pollock Trawl","Bering Sea/Aleutian Islands Pollock Trawl","AK","midwater trawl","trawl",2015,"Pollock","M","None",0,"Bogoslof stock unknown",0,13298688.38,NA,0,0.0046519,1,90879.65,NA,0,0,0,NA,0,2,"102",1,NA,NA,NA,0.0449653220605554,NA,0,NA,NA,0.0525028195676752,0,0.00554937847199699,0.166666666666667,0,0,0,0.5,0,NA,0.0449653220605554,0.0525028195676752,0,0.105807015563908,0.191731905403017,11,0.0578093445965204
"AK: BS/AI Trawl Limited Access","Bering Sea/Aleutian Islands Trawl Limited Access","AK","trawl","trawl",2010,"Yellowfin sole, Pacific cod, Atka mackerel, Pacific ocean perch","Y","None",0,"None",0,45861833.74,NA,139,0.111975231,0,0,NA,0,0,0,NA,0,1,NA,2,NA,NA,NA,0.155067331866208,NA,0,NA,NA,0,0.0188807389296387,0.133578309144283,0,0,0,0,0,0.333333333333333,NA,0.155067331866208,0,0,0.0534049761061219,0.104865424891515,11,0.0316181152587592
"AK: BS/AI Trawl Limited Access","Bering Sea/Aleutian Islands Trawl Limited Access","AK","trawl","trawl",2011,"Yellowfin sole, Pacific cod, Atka mackerel, Pacific ocean perch","Y","None",0,"None",0,55205890.13,NA,0,0.100262879,0,0,NA,0,0,0,NA,0,1,NA,2,NA,NA,NA,0.186661312635035,NA,0,NA,NA,0,0,0.119606324784075,0,0,0,0,0,0.333333333333333,NA,0.186661312635035,0,0,0.053300080896037,0.107918108350792,11,0.032538533953136
"AK: BS/AI Trawl Limited Access","Bering Sea/Aleutian Islands Trawl Limited Access","AK","trawl","trawl",2012,"Yellowfin sole, Pacific cod, Atka mackerel, Pacific ocean perch","Y","None",0,"None",0,46096867.1,NA,0,0.083243441,0,0,NA,0,0,0,NA,0,1,NA,2,NA,NA,NA,0.155862023073746,NA,0,NA,NA,0,0,0.0993033726908041,0,0,0,0,0,0.333333333333333,NA,0.155862023073746,0,0,0.049041560758157,0.103658171222549,11,0.0312541145817828
"AK: BS/AI Trawl Limited Access","Bering Sea/Aleutian Islands Trawl Limited Access","AK","trawl","trawl",2013,"Yellowfin sole, Pacific cod, Atka mackerel, Pacific ocean perch","Y","None",0,"None",0,59560471.63,NA,0,0.095112289,0,0,NA,0,0,0,NA,0,1,NA,2,NA,NA,NA,0.201384957102177,NA,0,NA,NA,0,0,0.11346204540058,0,0,0,0,0,0.333333333333333,NA,0.201384957102177,0,0,0.0540150279863409,0.10934595859336,11,0.0329690469996283
"AK: BS/AI Trawl Limited Access","Bering Sea/Aleutian Islands Trawl Limited Access","AK","trawl","trawl",2014,"Yellowfin sole, Pacific cod, Atka mackerel, Pacific ocean perch","Y","None",0,"None",0,20164749.26,NA,127,0.101205071,1,8634.05,NA,0,16,0,NA,0,2,NA,2,NA,NA,NA,0.0681807422534888,NA,0,NA,NA,0.00498804704120544,0.0172507470795979,0.120730291335654,0.166666666666667,0,0.355555555555556,0,0.5,0.333333333333333,NA,0.0681807422534888,0.00498804704120544,0,0.172225448605458,0.198978065885605,11,0.0599941441866517
"AK: BS/AI Trawl Limited Access","Bering Sea/Aleutian Islands Trawl Limited Access","AK","trawl","trawl",2015,"Yellowfin sole, Pacific cod, Atka mackerel, Pacific ocean perch","Y","None",0,"None",0,12789723.47,NA,56,0.09329279,1,9370.83,NA,0,0,0,NA,0,2,NA,2,NA,NA,NA,0.043244417679482,NA,0,NA,NA,0.00541369818974168,0.0076066286335235,0.111291515384797,0.166666666666667,0,0,0,0.5,0.333333333333333,NA,0.043244417679482,0.00541369818974168,0,0.138963021657295,0.197251097034848,11,0.0594734434864158
"AK: Bristol Bay Red King Crab Pot","Bristol Bay Red King Crab Pot","AK","pots and traps","pots and traps",2014,"Red king crab","N","None",0,"None",0,7166449,NA,NA,0.417784678,0,0,NA,NA,16,0,NA,NA,2,NA,2,NA,NA,NA,0.0242310879169232,NA,0,NA,NA,0,NA,0.498386744775983,0,NA,0.355555555555556,NA,0.5,0.333333333333333,NA,0.0242310879169232,0,0,0.245722969064644,0.238681025491784,8,0.0843864858328997
"AK: Bristol Bay Red King Crab Pot","Bristol Bay Red King Crab Pot","AK","pots and traps","pots and traps",2015,"Red king crab","N","None",0,"None",0,4215238.46,NA,0,0.297161798,0,0,NA,0,0,0,NA,0,2,NA,2,NA,NA,NA,0.0142524999082609,NA,0,NA,NA,0,0,0.354492419123609,0,0,0,0,0.5,0.333333333333333,NA,0.0142524999082609,0,0,0.141839854363767,0.21387773401203,11,0.0644865631572124
"WC: C Halibut Trawl","California Halibut Trawl","WC","bottom trawl","trawl",2010,"California halibut","Y","None",0,"None",0,758197.55,NA,0,0.838274056,2,0,NA,0,2,6444.55,NA,0,1,"53",2,NA,NA,NA,0.00256360597730421,NA,0.000577434956874088,NA,NA,0,0,1,0.333333333333333,0,0.0444444444444444,0,0,0.333333333333333,NA,0.00256360597730421,0,0.000577434956874088,0.142854346003774,0.300663276973521,11,0.0906533889054428
"WC: C Halibut Trawl","California Halibut Trawl","WC","bottom trawl","trawl",2011,"California halibut","Y","None",0,"None",0,565584.09,NA,15,0.727792719,2,479.37,NA,0,9,16642.92,NA,0,1,"53",2,0.287954023,0.2445,0.7489,0.00191234428783391,NA,0.00149121409446104,NA,NA,0.000276940730033142,0.00203748981255094,0.868203797780424,0.333333333333333,0,0.2,0,0,0.333333333333333,0.0116590901724596,0.00191234428783391,0.000276940730033142,0.00149121409446104,0.134788272580341,0.256595186829133,12,0.074072650094281
"WC: C Halibut Trawl","California Halibut Trawl","WC","bottom trawl","trawl",2012,"California halibut","Y","None",0,"None",0,650521.35,NA,0,0.803737262,1,968.82,NA,0,5,5558.65,NA,0,1,"53",2,0.26655625,0.23535,0.7238,0.00219953285423305,NA,0.000498057866418625,NA,NA,0.000559704858607566,0,0.958800115841829,0.166666666666667,0,0.111111111111111,0,0,0.333333333333333,0.0107927068439766,0.00219953285423305,0.000559704858607566,0.000498057866418625,0.121843171490475,0.272191327353414,12,0.0785748680592876
"WC: C Halibut Trawl","California Halibut Trawl","WC","bottom trawl","trawl",2013,"California halibut","Y","None",0,"None",0,722416.14,NA,0,0.795993268,2,7137.31,NA,0,4,21226.59,NA,0,1,"53",2,0.275430189,0.226,0.8291,0.00244262242024527,NA,0.0019019132571295,NA,NA,0.00412335323836044,0,0.949562094046246,0.333333333333333,0,0.0888888888888889,0,0,0.333333333333333,0.0111520074500525,0.00244262242024527,0.00412335323836044,0.0019019132571295,0.132672118920584,0.276110907752666,12,0.0797063534585967
"WC: C Halibut Trawl","California Halibut Trawl","WC","bottom trawl","trawl",2014,"California halibut","Y","Undefined",0,"None",0,731918.89,NA,3,0.760852442,2,2512.74,NA,0,16,17366.68,NA,0,1,"53",2,0.33048,0.28195,0.9824,0.00247475297342476,NA,0.00155606335847283,NA,NA,0.00145165540184717,0.000407497962510187,0.90764164362973,0.333333333333333,0,0.355555555555556,0,0,0.333333333333333,0.0133809421380942,0.00247475297342476,0.00145165540184717,0.00155606335847283,0.149933444437408,0.272616723277959,12,0.0786976692850616
"WC: C Halibut Trawl","California Halibut Trawl","WC","bottom trawl","trawl",2015,"California halibut","Y","Undefined",0,"None",0,622241.49,NA,16,0.709172985,2,9282.24,NA,0,10,21432.69,NA,0,1,"53",2,0.243641509,0.19725,0.9923,0.00210391342347477,NA,0.00192037992192561,NA,NA,0.00536251814244286,0.002173322466721,0.845991808912669,0.333333333333333,0,0.222222222222222,0,0,0.333333333333333,0.00986490236736553,0.00210391342347477,0.00536251814244286,0.00192037992192561,0.135100441086422,0.251646371552099,12,0.0726440501780983
"WC: C Halibut/White Seabass and Other Species Set Gillnet","California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh)","WC","gillnet","gillnet",2010,"California halibut, White seabass","Y","None",0,"None",0,NA,24325,0,NA,0,0,NA,0,9,0,1813,0,2,"58",NA,0.651571429,0.615,1.01,NA,0.00610471780005898,0,0.000523223122384946,NA,0,0,NA,0,0,0.2,0,0.5,NA,0.0263817465210735,0.00610471780005898,0,0,0.112044224029194,0.202508413649704,10,0.0640387832480596
"WC: C Halibut/White Seabass and Other Species Set Gillnet","California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh)","WC","gillnet","gillnet",2011,"California halibut, White seabass","Y","None",0,"None",0,NA,21263,247,NA,1,NA,21,0,5,NA,1614,0,2,"50",NA,0.728571429,0.76,0.99,NA,0.00531520438640657,NA,0.000464937519297953,4.05043045301171e-05,NA,0.0335506655800054,NA,0.166666666666667,0,0.111111111111111,0,0.5,NA,0.0294994315387243,0.00531520438640657,4.05043045301171e-05,0.000464937519297953,0.122422592827886,0.196029179762692,10,0.0619898695904693
"WC: C Halibut/White Seabass and Other Species Set Gillnet","California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh)","WC","gillnet","gillnet",2012,"California halibut, White seabass","Y","None",0,"None",0,NA,24468,72,NA,0,NA,NA,0,10,NA,1523,0,2,"50",NA,0.706153846,0.71,1.04,NA,0.00614158926255157,NA,0.000438284303815961,NA,NA,0.0097799511002445,NA,0,0,0.222222222222222,0,0.5,NA,0.0285917566991004,0.00614158926255157,NA,0.000438284303815961,0.126717380358793,0.210454275536467,9,0.0701514251788223
"WC: C Halibut/White Seabass and Other Species Set Gillnet","California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh)","WC","gillnet","gillnet",2013,"California halibut, White seabass","Y","None",0,"None",0,NA,22683,0,NA,1,NA,184,0,8,NA,1402,0,2,"50",NA,0.759090909,0.77,1.02,NA,0.00568134058738189,NA,0.000402844313999247,0.000365735912333521,NA,0,NA,0.166666666666667,0,0.177777777777778,0,0.5,NA,0.0307351474548606,0.00568134058738189,0.000365735912333521,0.000402844313999247,0.125602682973911,0.198491048841285,10,0.0627683809494186
"WC: C Small-Mesh Drift Gillnet ","California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in)","WC","small-mesh gillnet","gillnet",2010,"White seabass, California yellowtail","M","None",0,"None",0,NA,918,0,NA,0,NA,NA,0,4,NA,555,0,2,"24",NA,0.795714286,0.71,0.96,NA,6.94008590524762e-05,NA,0.000154764385282247,NA,NA,0,NA,0,0,0.0888888888888889,0,0.5,NA,0.0322180065947136,6.94008590524762e-05,NA,0.000154764385282247,0.112133106072794,0.208675729441532,9,0.0695585764805107
"WC: C Small-Mesh Drift Gillnet ","California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in)","WC","small-mesh gillnet","gillnet",2011,"White seabass, California yellowtail","M","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,2,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.5,NA,NA,NA,NA,NA,0.142857142857143,0.25,6,0.102062072615966
"WC: C Small-Mesh Drift Gillnet ","California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in)","WC","small-mesh gillnet","gillnet",2012,"White seabass, California yellowtail","M","None",0,"None",0,NA,NA,5,NA,0,NA,NA,0,0,NA,NA,0,1,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000679163270850312,NA,0,0,0,0,0,NA,NA,NA,NA,NA,9.70233244071875e-05,0.000263038803735902,6,0.000107385141950841
"WC: C Small-Mesh Drift Gillnet ","California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in)","WC","small-mesh gillnet","gillnet",2013,"White seabass, California yellowtail","Y","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.5,NA,NA,NA,NA,NA,0.142857142857143,0.25,6,0.102062072615966
"WC: C/O Drift Gillnet for Swordfish and Thresher Shark","California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark","WC","large-mesh gillnet","gillnet",2010,"Swordfish, Thresher shark","Y","Thresher Shark unknown",0,"Thresher Shark unknown",0,NA,6428,0,NA,0,NA,NA,0,5,NA,6103,0,3,"85",2,0.7525,0.845,1.01,NA,0.00149011245579473,NA,0.00177973185225027,NA,NA,0,NA,0,0,0.111111111111111,0,1,0.333333333333333,0.0304682853997697,0.00149011245579473,NA,0.00177973185225027,0.225289324922933,0.399385019932033,10,0.126296632633697
"WC: C/O Drift Gillnet for Swordfish and Thresher Shark","California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark","WC","large-mesh gillnet","gillnet",2011,"Swordfish, Thresher shark","Y","Thresher Shark unknown",0,"Thresher Shark unknown",0,NA,2488,0,NA,0,NA,NA,0,6,NA,2283,0,1,NA,2,0.769411765,0.86,1.02,NA,0.000474213419285749,NA,0.000660882586962266,NA,NA,0,NA,0,0,0.133333333333333,0,0,0.333333333333333,0.0311530328849974,0.000474213419285749,NA,0.000660882586962266,0.0453595268689011,0.104505218454257,10,0.0330474517688914
"WC: C/O Drift Gillnet for Swordfish and Thresher Shark","California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark","WC","large-mesh gillnet","gillnet",2012,"Swordfish, Thresher shark","Y","Thresher Shark unknown",0,"Thresher Shark unknown",0,NA,3348,0,NA,1,NA,NA,0,8,NA,3161,5,2,"45",2,0.751538462,0.88,0.99,NA,0.000695957879031363,NA,0.000918042182491813,NA,NA,0,NA,0.166666666666667,0,0.177777777777778,0.00409970482125287,0.5,0.333333333333333,0.0304293532878671,0.000695957879031363,NA,0.000918042182491813,0.15581098508622,0.20294800351109,10,0.0641777937678893
"WC: C/O Drift Gillnet for Swordfish and Thresher Shark","California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark","WC","large-mesh gillnet","gillnet",2013,"Swordfish, Thresher shark","Y","Thresher Shark unknown",0,"Thresher Shark unknown",0,NA,4099,0,NA,0,NA,NA,5,8,NA,3419,0,3,"25",2,0.753181818,0.77,1,NA,0.000889597517716196,NA,0.000993608441770427,NA,NA,0,NA,0,0.00409970482125287,0.177777777777778,0,1,0.333333333333333,0.0304958918122809,0.000889597517716196,NA,0.000993608441770427,0.231599083064012,0.397795972001964,10,0.125794131556678
"WC: C/O Drift Gillnet for Swordfish and Thresher Shark","California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark","WC","large-mesh gillnet","gillnet",2014,"Swordfish, Thresher shark","Y","Thresher shark unknown",0,"Thresher shark unknown",0,NA,1646.8,NA,NA,0,NA,NA,NA,16,NA,1569.68,NA,3,"19",2,NA,NA,NA,NA,0.000257316396567132,NA,0.00045195652468079,NA,NA,NA,NA,0,NA,0.355555555555556,NA,1,0.333333333333333,NA,0.000257316396567132,NA,0.00045195652468079,0.38422830883002,0.459041928115103,6,0.187403082404226
"WC: C/O Drift Gillnet for Swordfish and Thresher Shark","California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark","WC","large-mesh gillnet","gillnet",2015,"Swordfish, Thresher shark","Y","Thresher shark unk",0,"Thresher shark unknown",0,NA,648.84,0,NA,0,NA,NA,0,6,NA,526.88,0,3,"19",2,NA,NA,NA,NA,0,NA,0.000146528248805833,NA,NA,0,NA,0,0,0.133333333333333,0,1,0.333333333333333,NA,0,NA,0.000146528248805833,0.246681319491547,0.415655585203897,9,0.138551861734632
"WC: C/O Nearshore Rockfish","California/Oregon Nearshore Rockfish","WC","trawl","trawl",2010,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod","M","Greenling unknown",0,"none",0,49519.74,NA,0,0.055035777,2,0,NA,0,1,124.5,NA,0,1,NA,2,NA,NA,NA,0.000167435388651085,NA,1.11552633047806e-05,NA,NA,0,0,0.0656536804474359,0.333333333333333,0,0.0222222222222222,0,0,0.333333333333333,NA,0.000167435388651085,0,1.11552633047806e-05,0.0628934299990234,0.128742849547301,11,0.0388174296717794
"WC: C/O Nearshore Rockfish","California/Oregon Nearshore Rockfish","WC","trawl","trawl",2011,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod","M","Greenling unknown",0,"none",0,439464.09,NA,13.4,0.296107039,2,639.33,NA,0,2,8305.66,NA,0,1,NA,2,0.292973016,0.2044,0.9598,0.00148590926986582,NA,0.000744191359196661,NA,NA,0.000369352518789429,0.00182015756587884,0.353234168325496,0.333333333333333,0,0.0444444444444444,0,0,0.333333333333333,0.0118623062670024,0.00148590926986582,0.000369352518789429,0.000744191359196661,0.08312516895518,0.147946763508292,12,0.0427085518686231
"WC: C/O Nearshore Rockfish","California/Oregon Nearshore Rockfish","WC","trawl","trawl",2012,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod","M","Greenling unknown",0,"none",0,386420.21,NA,30,0.26050117,2,771.61,NA,0,2,70427.46,NA,0,1,NA,2,0.29617191,0.2047,0.9911,0.00130655811286537,NA,0.00631033622640085,NA,NA,0.000445773070281563,0.00407497962510187,0.310758955422092,0.333333333333333,0,0.0444444444444444,0,0,0.333333333333333,0.0119918276163122,0.00130655811286537,0.000445773070281563,0.00631033622640085,0.0804615031680126,0.141387036547482,12,0.0408149218053062
"WC: C/O Nearshore Rockfish","California/Oregon Nearshore Rockfish","WC","trawl","trawl",2013,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod","M","Greenling unknown",0,"none",0,534063.75,NA,0,0.308579996,2,9700.24,NA,0,2,118212.26,NA,0,1,NA,2,0.272817647,0.2101,0.9665,0.00180576819558636,NA,0.0105918786036401,NA,NA,0.00560400431211108,0,0.368113499149018,0.333333333333333,0,0.0444444444444444,0,0,0.333333333333333,0.0110462271506839,0.00180576819558636,0.00560400431211108,0.0105918786036401,0.0852517298863193,0.149705196552235,12,0.0432161677642593
"WC: C/O Nearshore Rockfish","California/Oregon Nearshore Rockfish","WC","trawl","trawl",2014,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod","M","CA greenling; Sheepshead unlisted",0,"Nearshore rockfish unknown; CA Greenling, sheepshead unlisted",0,554119.49,NA,58,0.301123161,2,1076.77,NA,0,16,92399.71,NA,0,1,NA,2,0.244321154,0.19255,0.9398,0.00187358035739467,NA,0.00827906099867768,NA,NA,0.000622069528501547,0.00787829394186362,0.359218037161823,0.333333333333333,0,0.355555555555556,0,0,0.333333333333333,0.0098924207963762,0.00187358035739467,0.000622069528501547,0.00827906099867768,0.10846043730822,0.165631330619772,12,0.0478136466597808
"WC: C/O Nearshore Rockfish","California/Oregon Nearshore Rockfish","WC","trawl","trawl",2015,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod","M","CA greenling; Sheepshead unlisted",0,"Nearshore rockfish unknown; CA Greenling, sheepshead unlisted",0,495550.45,NA,22,0.249737513,2,453.14,NA,0,4,88625.54,NA,0,1,NA,2,0.231204124,0.1799,0.8768,0.00167554761377927,NA,0.00794089344761741,NA,NA,0.000261787184027407,0.00298831839174137,0.297918695219645,0.333333333333333,0,0.0888888888888889,0,0,0.333333333333333,0.00936131991446611,0.00167554761377927,0.000261787184027407,0.00794089344761741,0.0827463167174486,0.139349241381811,12,0.0402266610115795
"AK: GOA Halibut Longline","Gulf of Alaska Halibut Longline","AK","longline","longline",2013,"Pacific halibut","Y","None",0,"None",0,21084486.15,NA,158,0.428416454,0,0,NA,0,2,0,NA,69,1,"2280",2,NA,NA,NA,0.0712905425802654,NA,0,NA,NA,0,0.0214615593588699,0.511069680534166,0,0,0.0444444444444444,0.0565759265332896,0,0.333333333333333,NA,0.0712905425802654,0,0,0.0865146238986974,0.164514685373674,11,0.0496030439898041
"AK: GOA Halibut Longline","Gulf of Alaska Halibut Longline","AK","longline","longline",2014,"Pacific halibut","Y","Undefined",0,"None",0,11094769.32,NA,151,0.380396791,1,0,NA,0,17,0,NA,33,1,"1302",2,NA,NA,NA,0.0375134645918645,NA,0,NA,NA,0,0.0205107307796794,0.453785713964646,0.166666666666667,0,0.377777777777778,0.0270580518202689,0,0.333333333333333,NA,0.0375134645918645,0,0,0.118053811577853,0.172630170713021,11,0.0520499548863719
"AK: GOA Halibut Longline","Gulf of Alaska Halibut Longline","AK","longline","longline",2015,"Pacific halibut","Y","Undefined",0,"None",0,10195632.39,NA,204,0.346731327,1,0,NA,0,1,0,NA,19,1,"855",2,NA,NA,NA,0.0344733165352492,NA,0,NA,NA,0,0.0277098614506927,0.413625263144253,0.166666666666667,0,0.0222222222222222,0.0155788783207609,0,0.333333333333333,NA,0.0344733165352492,0,0,0.0844674618060981,0.144770533509651,11,0.0436499582137352
"AK: GOA Nonpelagic Trawl","Gulf of Alaska Nonpelagic Trawl","AK","trawl","trawl",2010,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)","Y","None",0,"None",0,36984951.08,NA,122,0.269169697,0,0,NA,0,0,0,NA,0,1,"",1,NA,NA,NA,0.12505295177885,NA,0,NA,NA,0,0.0165715838087476,0.321099877866195,0,0,0,0,0,0,NA,0.12505295177885,0,0,0.038560367787816,0.0966397749633011,11,0.0291379884888774
"AK: GOA Nonpelagic Trawl","Gulf of Alaska Nonpelagic Trawl","AK","trawl","trawl",2011,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)","Y","None",0,"None",0,27743227.82,NA,0,0.203628392,0,0,NA,0,0,0,NA,0,1,"",1,NA,NA,NA,0.0938049782264062,NA,0,NA,NA,0,0,0.2429138663454,0,0,0,0,0,0,NA,0.0938049782264062,0,0,0.0280599037143171,0.0733955911768209,11,0.0221296033818031
